name,category,subcategory,city,neighborhood,address,lat,lng,phone,website,rating,total_reviews,has_website,deep_score,priority,types,corporate_score,_tier
Bendito Spa Boutique Carmelitas,Spa/Wellness,Spa,Asunción,,"PC9G+7P5, Asunción 001529, Paraguay",-25.282158,-57.5731437,0993 555560,,4.9,26,False,90,A,establishment|point_of_interest|spa,45,B
COCO Beauty Center,Salon de Belleza,General,Asunción,,"Herminio Maldonado 859 c Entre, Eusebio Lillo Robles, Asunción 1829, Paraguay",-25.2925501,-57.56506869999999,0991 802076,http://coco.com.py/,4.8,69,True,67,B,beauty_salon|establishment|point_of_interest,45,B
MegaCosméticos Luque,Otros,General,Luque,,"Cerro Cora y, Luque 110930, Paraguay",-25.2679705,-57.49051169999999,0986 504244,,4.4,140,False,92,A,establishment|point_of_interest|store,45,B
Flayp S.R.L.,Otros,General,Asunción,,"Solar Guarani 1256 c/ José Asunción Flores, Solar Guarani 1256, Asunción 001230, Paraguay",-25.3043121,-57.6053737,(021) 200 080,,4.2,101,False,92,A,establishment|point_of_interest|shopping_mall,45,B
MaraikuaaseTattoo,Tatuajes/Piercing,General,Asunción,,"Fulgencio R. Moreno 387, Asunción 001101, Paraguay",-25.2874817,-57.63417519999999,0994 982961,,4.9,57,False,90,A,establishment|point_of_interest,45,B
Pausa - Estetica y Cuidado,Estetica/Facial,General,Asunción,,"Del Carmen casi, Asunción 001239, Paraguay",-25.3148768,-57.626055,0986 545054,,5.0,52,False,90,A,establishment|point_of_interest|spa,45,B
Adriana,Otros,General,Asunción,,"Dr. Eduardo López Moreira 4780, Asunción 001413, Paraguay",-25.2991795,-57.58694449999999,0986 747555,,4.9,91,False,90,A,establishment|point_of_interest,45,B
Serenity Spa,Spa/Wellness,Spa,Luque,,"PG5H+MX4, Leocadio Leguizamón, Luque 110926, Paraguay",-25.2908727,-57.47004599999999,0981 909048,,5.0,24,False,90,A,establishment|point_of_interest|spa,45,B
OMNIA Estética Integral,Spa/Wellness,General,Luque,,"Independencia Nacional 120, entre Yegros y, Luque 110921, Paraguay",-25.2657127,-57.49005879999999,0992 306184,,4.9,28,False,90,A,establishment|point_of_interest|spa,45,B
Spa Eden Molas,Spa/Wellness,Spa,Asunción,,"PCGG+WW4, Comandante Pascual Urdapilleta, Asunción 001528, Paraguay",-25.2727369,-57.5726859,0994 946299,,5.0,2,False,75,A,establishment|point_of_interest|spa,45,B
Azu Spa,Spa/Wellness,Spa,Luque,,"PFCR+JWP, Padre Landaire, Luque 110936, Paraguay",-25.2786246,-57.50766529999999,0991 776003,https://instagram.com/azu_spa?igshid=NGVhN2U2NjQ0Yg==,5.0,1,True,65,B,beauty_salon|establishment|point_of_interest,45,B
Itto Tattoo & Body Piercing,Tatuajes/Piercing,Tattoo Studio,Asunción,,"Av. Juan Domingo Perón 3285, Asunción 001304, Paraguay",-25.3390298,-57.6345231,0961 940826,,4.9,81,False,90,A,establishment|point_of_interest,45,B
SPA Metanoia. Barberia Metanoia,Barberia,Spa,Asunción,,"Juan S Bogarin 528, Asunción 001412, Paraguay",-25.2964596,-57.5848117,0983 308123,https://instagram.com/metanoiaspapy?utm_medium=copy_link,4.7,47,True,75,A,beauty_salon|establishment|hair_care|health|point_of_interest|spa,45,B
Camila Bogado Spa de Uñas,Spa/Wellness,Spa,Asunción,,"Ntra Sra del Carmen, Dr y, Asunción 1518, Paraguay",-25.2793614,-57.58291800000001,0985 453025,https://www.instagram.com/camilabogadospa?igsh=YmV4MXM1MHk1YmRv,4.9,17,True,75,A,establishment|point_of_interest|spa,45,B
Estética Integral Cyntia Jiménez,Spa/Wellness,General,Asunción,,"Ulrico Schmidel 276 casi, Asunción 001416, Paraguay",-25.29859,-57.5738497,0981 909387,,5.0,2,False,75,A,establishment|point_of_interest|spa,45,B
DermoBeauty Luque,Salon de Belleza,General,Luque,,"Gral. Díaz, PFCX+XG2, &, Luque 110935, Paraguay",-25.2776109,-57.5012466,0991 923660,http://www.dermobeauty.com.py/,4.7,62,True,67,B,beauty_salon|establishment|point_of_interest,40,B
Lilios Barber Shop 2,Barberia,Barberia Moderna,Asunción,,"Vice Pdte. Sanchez casi, Asunción 1410, Paraguay",-25.3015973,-57.6177475,0971 231969,,5.0,2,False,70,A,establishment|hair_care|health|point_of_interest,40,B
Beauty Life Stetic,Spa/Wellness,General,Asunción,,"R.I. 5 Gral. Díaz casi, Asunción 001416, Paraguay",-25.300413,-57.5681615,0984 377070,,4.7,6,False,80,A,establishment|point_of_interest|spa,40,B
Clínica Dra Belleza,Otros,General,Luque,,"Independencia Nacional, Luque 110921, Paraguay",-25.2659063,-57.4889965,0973 535013,https://instagram.com/clinicadrabelleza?igshid=YmMyMTA2M2Y=,5.0,3,True,55,B,establishment|health|point_of_interest,40,B
EstetiKAF Medicina Estética,Otros,General,Asunción,,"Edificio ABIBA, Alcorta 360 casi, Asunción 1609, Paraguay",-25.3108109,-57.59860880000001,0983 555242,http://www.estetikaf.com/,4.9,7,True,40,C,doctor|establishment|health|point_of_interest,40,B
Stetica Médica. Cirugía Plástica - Dermatología,Otros,General,Asunción,,"PCGG+JWJ, Asunción 001528, Paraguay",-25.2734218,-57.5727288,(021) 613 328,http://macielcirugiaplasticaydermatologia.com/,5.0,2,True,35,C,doctor|establishment|health|point_of_interest,40,B
Dr. Ayala Bonzi Medical Center,Otros,General,Asunción,,"Mariscal Antonio Jose Sucre 1960, Asunción 001408, Paraguay",-25.2920696,-57.5704177,0981 836474,https://www.cirugiaestetica.com.py/,4.9,13,True,45,C,establishment|health|point_of_interest,40,B
Naturella | Centro de Bienestar,Otros,General,Luque,,"Capitan Bado, Luque 110930, Paraguay",-25.2703216,-57.49262160000001,0983 885111,https://linktr.ee/Naturella.py,5.0,13,True,45,C,establishment|health|point_of_interest,40,B
Depilaser Paraguay,Depilacion,Depilacion Laser,Asunción,,"Prof. César Vasconcellos 1345, Asunción 001410, Paraguay",-25.2855877,-57.56838390000001,0981 906090,http://www.depilaser.com.py/,5.0,2,True,35,C,beauty_salon|establishment|hair_care|health|point_of_interest,40,B
Lilio’s Barber Shop,Barberia,Barberia Moderna,Asunción,,"Tte. José Cáceres Sanabria 2073, Asunción 2073, Paraguay",-25.2435732,-57.5465125,0971 231969,,5.0,20,False,85,A,beauty_salon|establishment|hair_care|health|point_of_interest,40,B
Braavos Barber Shop,Barberia,Barberia Moderna,Luque,,"Santander casi, Luque 110934, Paraguay",-25.2703638,-57.5089539,0961 673600,https://www.instagram.com/braavos_barbershop?igsh=MXFqNmFsNnc5Ym50YQ==,5.0,1,True,60,B,establishment|hair_care|health|point_of_interest,40,B
Bliss Spa,Spa/Wellness,Spa,Asunción,,"15 De Agosto 1673, Asunción 001015, Paraguay",-25.2922566,-57.6454475,0984 588240,,4.7,19,False,85,A,establishment|point_of_interest|spa,40,B
Clínica Maely Sales,Otros,General,Asunción,,"Camilo Recalde 595 Esquina, Asunción 001416, Paraguay",-25.3019008,-57.57637820000001,0991 719767,https://www.instagram.com/clinicamaelysales?igsh=cng4czltc3hiYjJr,5.0,9,True,60,B,establishment|health|point_of_interest,40,B
Magnolia pink,Otros,General,Asunción,,"Roma 231 Entre Chile Y Nuestra Señora De La Asuncion, Asunción 1261, Paraguay",-25.2934339,-57.64215470000001,0984 151540,https://www.facebook.com/Magnolia-Pink-475743002461959/,4.5,61,True,80,A,establishment|point_of_interest|store,40,B
Global Esthetics,Otros,General,Asunción,,"Ri 3 Corrales, Asunción 001416, Paraguay",-25.3000439,-57.57104469999999,(021) 610 945,https://www.instagram.com/globalesthetics_py/,4.8,8,True,60,B,establishment|health|point_of_interest,40,B
ND by Débora Fernández,Otros,General,Asunción,,"Ntra. Sra. de la Asunción y, Asunción 001102, Paraguay",-25.2893784,-57.6392447,0991 366033,,4.8,23,False,80,A,establishment|health|point_of_interest,40,B
VERO BENITEZ PILATES - LA CASA DEL MOVIMIENTO,Uñas/Nails,Yoga/Pilates,Asunción,,"Prof. Rómulo Feliciángeli 540 casi, Asunción 001529, Paraguay",-25.2829853,-57.5769888,0972 956466,https://linktr.ee/verobenitezpilatestudio,5.0,11,True,45,C,establishment|gym|health|point_of_interest,40,B
Nico Barbershop Py,Barberia,General,Luque,,"Plaza Rosa Morel, Luque 110932, Paraguay",-25.2741931,-57.49861019999999,0985 128986,,4.8,21,False,85,A,establishment|hair_care|health|point_of_interest,40,B
Dermalaser,Depilacion,Depilacion Laser,Asunción,,"Vasconcellos 1345, Asunción 001410, Paraguay",-25.2855909,-57.5683925,0981 906090,,4.0,36,False,77,A,establishment|health|point_of_interest,40,B
Hair Lab,Peluqueria,General,Asunción,,"Narciso R. Colmán 1539, Asunción 001527, Paraguay",-25.279393,-57.56705900000001,0972 825777,https://www.instagram.com/hairlab.py/,4.6,52,True,87,A,establishment|hair_care|point_of_interest,40,B
Marcos Coiffure,Peluqueria,General,Asunción,,"Av. Ita Ybate, Asunción 1537, Paraguay",-25.3109754,-57.6369146,0992 414209,https://www.instagram.com/p/CQ9ucFVjp58/?utm_medium=copy_link,4.6,68,True,87,A,establishment|hair_care|point_of_interest,40,B
SMP MEDICINA S.A,Otros,General,Asunción,,"Mcal Estigarribia, Asunción 001416, Paraguay",-25.3056462,-57.5667916,0971 227062,,5.0,2,False,65,B,establishment|health|point_of_interest,40,B
Sea Soul Yoga Studio,Gimnasio/Fitness,Yoga/Pilates,Asunción,,"Caaguazú 1934, Asunción 110101, Paraguay",-25.322069,-57.5974726,0986 445617,https://www.instagram.com/seasoulyoga_?igsh=MWR2dnRkMjZvMDQ1eg==&utm_source=qr,4.7,3,True,65,B,establishment|point_of_interest,40,B
BotoClubPy,Otros,General,Asunción,,"Avenida Molas Lopez 687 casi Prof, Dr. Cirilo Caceres Zorrilla, Asunción 001527, Paraguay",-25.2769434,-57.5653131,0981 242440,,5.0,1,False,65,B,establishment|health|point_of_interest,40,B
La Pelu Hair Estudio,Peluqueria,General,Asunción,,"Cecilio Da Silva 1160, Asunción 001527, Paraguay",-25.2788199,-57.56701709999999,0981 595979,https://www.instagram.com/lapeluhairstudio/,4.7,83,True,87,A,establishment|hair_care|point_of_interest,40,B
Yenny Almirón (COSMETOLOGA & COSMIATRA),Estetica/Facial,General,Asunción,,"Pascual Ramon Casco, Asunción 001508, Paraguay",-25.2491422,-57.53821749999999,0972 416700,https://www.instagram.com/p/CbJOMnGJVFt/?igshid=YmMyMTA2M2Y=,5.0,1,True,55,B,beauty_salon|establishment|health|point_of_interest,40,B
Alteza Nails,Uñas/Nails,Salon Uñas,Asunción,,"Manuel del Castillo esquina, Asunción 1102, Paraguay",-25.2985311,-57.58142319999999,0994 233552,https://www.instagram.com/alteza_nails/,4.7,51,True,80,A,establishment|point_of_interest|spa,40,B
Barberia y Piercing Calaca,Barberia,Piercing Studio,Luque,,"MGVC+5HJ, Unnamed Road, Luque 110952, Paraguay",-25.3071654,-57.47866699999999,0971 527726,,5.0,10,False,80,A,establishment|hair_care|health|point_of_interest,40,B
Lucy Andrea Spa de Manos y Pies,Spa/Wellness,Spa,Luque,,"Mariscal Lopez, Luque 110918, Paraguay",-25.2650197,-57.49593520000001,0991 705993,https://www.facebook.com/LucyAndreaSpa?mibextid=ZbWKwL,4.7,24,True,80,A,establishment|hair_care|point_of_interest,40,B
Dra. Roxana Maciel,Otros,General,Asunción,,"Julián Alarcon, Asunción 001528, Paraguay",-25.2734317,-57.5727096,0984 197669,,5.0,4,False,65,B,doctor|establishment|health|point_of_interest,40,B
ANGIE Peluquería y Spa,Peluqueria,Spa,Asunción,,"Tacuari 646 entre Azara y Herrera Asunción, Asunción 1506, Paraguay",-25.2881283,-57.63004609999999,0982 811934,https://www.facebook.com/angie1pelu.spa/,4.7,62,True,87,A,beauty_salon|establishment|point_of_interest|spa,40,B
Seda Cosmetica Luque,Estetica/Facial,General,Luque,,"C. Coronel Martínez esq, Luque 110930, Paraguay",-25.2736139,-57.4866683,0976 971214,,4.5,80,False,90,A,establishment|point_of_interest|store,40,B
Joseph Coiffure Carmelitas,Spa/Wellness,General,Asunción,,"Av. España 1480, Asunción 001411, Paraguay",-25.2863659,-57.5735593,0981 452622,https://www.joseph.com.py/,4.5,28,True,60,B,establishment|hair_care|point_of_interest,40,B
Vital Clinica Integral,Otros,General,Asunción,,"Edificio ABIBA, Alcorta 360 casi, Asunción 1609, Paraguay",-25.3108381,-57.59853889999999,0971 622111,,5.0,3,False,65,B,establishment|health|point_of_interest,40,B
Jesús Barber,Barberia,General,Asunción,,"Av. Bruno Guggiari, Asunción 1065, Paraguay",-25.314592,-57.61181509999999,0984 928214,https://www.instagram.com/_jesusbarber1?igsh=MW9nZjZ3N2RrcWszcw==,5.0,12,True,70,A,establishment|hair_care|health|point_of_interest,40,B
Medimax,Otros,General,Luque,,"PFPJ+7FP, Luque 110937, Paraguay",-25.2646449,-57.5191405,0973 931800,,5.0,7,False,70,A,establishment|health|point_of_interest,40,B
Clínica Galema de la Doctora Lorena González,Otros,General,Asunción,,"Dr. Osvaldo Chavez 1717, Asunción 001422, Paraguay",-25.3123253,-57.5932913,0976 567568,,5.0,5,False,70,A,establishment|health|point_of_interest,40,B
Barberia Urban Style py,Barberia,General,Asunción,,"001517, Av. Gral. José Gervasio Artigas y, Asunción 001517, Paraguay",-25.2651484,-57.59606719999999,0981 539166,https://www.instagram.com/_urbanstylepy_?igsh=OXNmampqaWhucWtq,5.0,13,True,70,A,establishment|hair_care|health|point_of_interest,40,B
Making Barberia (IPS-Luque),Barberia,General,Luque,,"PG88+9PJ, C. Coronel Martínez, Luque 110927, Paraguay",-25.2832066,-57.483266,0986 449202,,5.0,1,False,70,A,establishment|hair_care|health|point_of_interest,40,B
Cami Landolfi,Salon de Belleza,General,Asunción,,"Alas Paraguayas 348, Asunción 1863, Paraguay",-25.2997481,-57.57402800000001,0981 991925,,4.7,95,False,97,A,beauty_salon|establishment|point_of_interest,40,B
Zalyra | Armonización facial y corporal,Estetica/Facial,General,Asunción,,"Asunción 001527, Paraguay",-25.2816572,-57.56570379999999,0982 465060,,5.0,8,False,70,A,doctor|establishment|health|point_of_interest,40,B
LIM'S BEAUTY SALON,Salon de Belleza,General,Asunción,,"Paraguay, Asunción, Capitan Elías Ayala, Lim's beauty salon",-25.2736629,-57.5644955,0983 985300,https://instagram.com/lims_beautysalon?igshid=YmMyMTA2M2Y=,4.9,18,True,72,A,beauty_salon|establishment|health|point_of_interest|spa,40,B
Urban barbería,Barberia,General,Luque,,"110901, Luque 110940, Paraguay",-25.2385229,-57.49089309999999,0982 579205,,5.0,1,False,70,A,establishment|hair_care|health|point_of_interest,40,B
Barberia y Peluquería ROCA,Peluqueria,General,Luque,,"Ykua Rotī FRENTE AL POLIDEPORTIVO SAN RAMON, Luque 110915, Paraguay",-25.2454444,-57.49183790000001,0991 244832,,5.0,1,False,72,A,establishment|hair_care|health|point_of_interest,40,B
Rastas,Peluqueria,General,Asunción,,"PCPM+72P, Asunción 001521, Paraguay",-25.264291,-57.56704999999999,0994 144007,,5.0,2,False,72,A,establishment|hair_care|health|point_of_interest,40,B
Rotterdam barberShop,Barberia,General,Asunción,,"Asunción 001521, Paraguay",-25.2669611,-57.5674215,0994 306016,https://instagram.com/rotterdam_barber_shop?igshid=YmMyMTA2M2Y=,4.9,26,True,75,A,establishment|hair_care|health|point_of_interest,40,B
Rodrigol Barber Shop,Barberia,Barberia Moderna,Luque,,"PGQ6+7Q3, Comandante Cabaña, Luque 110920, Paraguay",-25.2618618,-57.48807919999999,0981 763762,https://instagram.com/rodrigolbarber?igshid=OGQ5ZDc2ODk2ZA==,4.9,14,True,70,A,establishment|hair_care|health|point_of_interest,40,B
Clinica Carmelitas,Otros,General,Asunción,,"San Benigno 999 esquina, Asunción 001527, Paraguay",-25.2798964,-57.571696,(021) 664 424,,5.0,5,False,70,A,establishment|health|point_of_interest,40,B
Isa Coiffure Laboratorio De Rubias,Salon de Belleza,General,Asunción,,"Rodolfo Zotti 487 entre, Dr. Emilio Hassler y, Asunción 001413, Paraguay",-25.2962626,-57.58328789999999,0982 127134,https://laboratorioderubias.my.canva.site/,4.6,69,True,67,B,beauty_salon|establishment|point_of_interest,40,B
Peluqueria Ina Arias,Peluqueria,General,Asunción,,"Av. Estados Unidos 646 Casi, Asunción 001218, Paraguay",-25.2891791,-57.6275943,0982 233523,,4.7,81,False,97,A,establishment|hair_care|point_of_interest,40,B
Barber Tobias,Barberia,General,Luque,,"QG28+GVW, Luque 110914, Paraguay",-25.2486255,-57.48281110000001,0981 703922,,5.0,1,False,70,A,establishment|hair_care|health|point_of_interest,40,B
Caveman,Peluqueria,General,Asunción,,"De Las Palmeras 4328, Asunción 001414, Paraguay",-25.3010479,-57.5927793,0991 796301,https://www.instagram.com/cavemanbarberia,4.8,20,True,77,A,establishment|hair_care|health|point_of_interest,40,B
Bella Nails Spa Py,Spa/Wellness,Spa,Luque,,"Benjamín Aceval, Luque 110933, Paraguay",-25.2705842,-57.5000656,0981 993074,https://www.instagram.com/bella_nailspapy?igsh=bWQzdmh5ZHV2Znpx,4.5,4,True,65,B,beauty_salon|establishment|point_of_interest,40,B
SEMPER,Otros,General,Luque,,"José Bonifacio 299, Luque 110933, Paraguay",-25.2683813,-57.50535019999999,0984 833748,http://wa.me/595984833748,4.9,16,True,65,B,establishment|health|point_of_interest|store,40,B
Murray tattoo barber,Barberia,General,Luque,,"Luque 110916, Paraguay",-25.2504021,-57.5057791,0972 627570,,4.9,8,False,75,A,establishment|hair_care|health|point_of_interest,40,B
Odontologia Miranda Estética Dentofacial,Estetica/Facial,General,Asunción,,"Solar Guarani, Asunción 1380, Paraguay",-25.305164,-57.60541009999999,0985 380756,,5.0,3,False,65,B,establishment|health|point_of_interest,40,B
Bellcos Paraguay S.A,Otros,General,Asunción,,"Av. Perú 140, Asunción 001209, Paraguay",-25.2893251,-57.6187838,(021) 200 055,,4.7,63,False,90,A,establishment|point_of_interest|store,40,B
Addara spa,Spa/Wellness,Spa,Asunción,,"Guarambare y tenientes solis 4155 1982, Asunción 1982, Paraguay",-25.3194281,-57.60167879999999,0984 917183,,4.6,29,False,90,A,establishment|point_of_interest|spa,40,B
Benditas Manos,Spa/Wellness,General,Luque,,"Cap. Andres Insfran y, Luque 110932, Paraguay",-25.2689617,-57.49559470000001,0981 308430,https://instagram.com/benditasmanosnailspapy?igshid=1jz0376liuriy,4.5,15,True,75,A,establishment|point_of_interest|spa,40,B
EstetiCare,Estetica/Facial,General,Asunción,,"Pitiantuta, &, Asunción 001204, Paraguay",-25.276918,-57.60720579999999,0971 264525,,5.0,1,False,65,B,establishment|health|point_of_interest,40,B
Clínica de Rehabilitación Fisiomedic Paraguay,Otros,General,Luque,,"Valeriano Zeballos, PGM6+32V, &, Luque 110921, Paraguay",-25.2672579,-57.489948,0984 103260,,5.0,2,False,65,B,establishment|health|point_of_interest,40,B
Salon Market - Casa Central,Salon de Belleza,General,Asunción,,"Dr. Molas López esquina, Asunción 1521, Paraguay",-25.2757808,-57.5673304,0982 446044,https://salonmarket.com.py/,4.5,89,True,67,B,establishment|point_of_interest|store,40,B
Consultorio Médico Medimac,Otros,General,Luque,,"Antequera 148, Luque 110929, Paraguay",-25.2711061,-57.4853713,0991 601260,,5.0,2,False,65,B,establishment|health|point_of_interest,40,B
Sauna 945 spa,Spa/Wellness,Spa,Asunción,,"Teniente Fariña 945, Asunción 001219, Paraguay",-25.2925053,-57.63072379999999,0995 625766,,4.6,23,False,90,A,establishment|point_of_interest|spa,40,B
Royal Beauty STHETIC,Otros,General,Asunción,,"Lazaro Gonzalez 235, Asunción 001403, Paraguay",-25.2949095,-57.54592189999999,0985 154041,,4.7,89,False,90,A,establishment|point_of_interest,40,B
Fisioestetica Felicita,Estetica/Facial,General,Luque,,"Del Maestro 642, Luque 5959, Paraguay",-25.2739752,-57.50174370000001,0986 582688,,5.0,1,False,65,B,establishment|health|physiotherapist|point_of_interest,40,B
Sonia Argüello Studio,Salon de Belleza,General,Asunción,,"PC66+GRX, 23 De Octubre, Asunción 001411, Paraguay",-25.2886417,-57.5878933,0971 890882,,4.8,31,False,87,A,beauty_salon|establishment|point_of_interest,35,C
Gere Rios ESTHETIC,Salon de Belleza,General,Asunción,,"Jose Ocampos Lanzoni 823, Asunción 001408, Paraguay",-25.2904126,-57.5703312,0974 141154,,4.9,43,False,87,A,beauty_salon|establishment|point_of_interest,35,C
Divadivini Hair Salón,Peluqueria,General,Asunción,,"Juan S Bogarin 4860, Asunción 001412, Paraguay",-25.2977116,-57.58515639999999,0985 731137,,4.8,47,False,87,A,establishment|hair_care|point_of_interest,35,C
Chick Cosmeticos,Estetica/Facial,Perfumeria,Luque,,"PGJ6+V2P, Luque 110921, Paraguay",-25.2678285,-57.4899413,0981 862316,,4.4,66,False,87,A,establishment|point_of_interest|store,35,C
Barbería & Peluquería Hermes Maldonado,Peluqueria,General,Luque,,"412 c, Javier Bogarin 412 c, Luque 5959, Paraguay",-25.2741233,-57.49025369999999,0984 781115,,4.8,47,False,87,A,establishment|hair_care|point_of_interest,35,C
Dra. Diana Grossling,Salon de Belleza,General,Asunción,,"Eusebio Lillo Robles 1750, Asunción 1750, Paraguay",-25.2903428,-57.5721832,0982 160036,,4.8,34,False,87,A,beauty_salon|establishment|point_of_interest|spa,35,C
Noe Coiffure,Salon de Belleza,General,Asunción,,"P9FR+74H, Av Gral Máximo Santos, Asunción 001203, Paraguay",-25.2768116,-57.6096261,0981 831234,,4.8,45,False,87,A,beauty_salon|establishment|point_of_interest,35,C
Stilo & Glamour Coiffure,Salon de Belleza,General,Luque,,"Cnel. Oviedo, Luque 110932, Paraguay",-25.2701693,-57.49852740000001,0981 135893,,4.9,31,False,87,A,beauty_salon|establishment|point_of_interest,35,C
MONCHO (HAIR SALON SPA),Salon de Belleza,Spa,Luque,,"PGP4+57C, M. Troche, Luque 110918, Paraguay",-25.2645711,-57.4943611,0992 344654,,4.9,30,False,87,A,beauty_salon|establishment|point_of_interest,35,C
Marie Carol Beauty & Lifestyle,Salon de Belleza,General,Asunción,,"Edificio Atrium, Dr. Francisco Morra y, Asunción 1807, Paraguay",-25.2932895,-57.5782509,0986 610300,https://mariecarol.com.py/,4.3,66,True,64,B,beauty_salon|establishment|hair_care|point_of_interest,35,C
Maisant Nailstudio,Uñas/Nails,Salon Uñas,Asunción,,"Fernando de la mora, general santos 260 c, Asunción 001311, Paraguay",-25.3096722,-57.6147462,0994 490406,,4.9,39,False,80,A,beauty_salon|establishment|point_of_interest,35,C
TAJOS Barberos (CIT),Barberia,General,Asunción,,"Tte. 2do. Benigno Cáceres, Asunción 001403, Paraguay",-25.2876977,-57.543803,0984 909422,http://wa.me/595984909422,4.7,3,True,60,B,establishment|hair_care|health|point_of_interest,35,C
Bar de Cejas,Pestañas/Cejas,General,Asunción,,"Av Gral Máximo Santos, Asunción 001310, Paraguay",-25.3173871,-57.6198675,(021) 728 8000,https://www.bardecejas.com/,4.9,42,True,50,B,beauty_salon|establishment|point_of_interest,35,C
Derma Boutique - Asunción,Otros,General,Asunción,,"Augusto Roa Bastos, Asunción 001530, Paraguay",-25.2840365,-57.58081519999999,(021) 283 333,,4.3,77,False,87,A,establishment|point_of_interest|store,35,C
Pamela Ortiz beauty & cejas,Pestañas/Cejas,General,Luque,,"Urbanizacion Alto Pinar, Luque 110943, Paraguay",-25.2914438,-57.50797919999999,0986 117392,,5.0,32,False,80,A,beauty_salon|establishment|point_of_interest,35,C
Salon Market - Luque,Salon de Belleza,General,Luque,,"Balderrama &, PGJ5+FR4, 14 De Mayo, Luque 110930, Paraguay",-25.2688563,-57.49042709999999,0984 391552,https://salonmarket.com.py/,4.8,32,True,57,B,establishment|point_of_interest|store,35,C
Rudem Store Paraguay,Otros,General,Asunción,,"Prof. Miguel Torres 5313, Asunción 001414, Paraguay",-25.3058823,-57.5842062,0986 333394,https://www.rudemstore.com.py/,4.9,32,True,50,B,establishment|point_of_interest|store,35,C
Divinas Py,Salon de Belleza,General,Asunción,,"Moisés Bertoni 3195 casi, Asunción 001405, Paraguay",-25.3005695,-57.5572174,0994 810406,,4.4,96,False,94,A,beauty_salon|establishment|point_of_interest,35,C
New Eva,Salon de Belleza,General,Asunción,,"Melvin Jones 477, Asunción 001529, Paraguay",-25.2836694,-57.5763541,0981 555761,https://www.instagram.com/newevapy/,4.9,41,True,77,A,beauty_salon|establishment|hair_care|point_of_interest,35,C
Red cats,Salon de Belleza,General,Asunción,,"San Francisco 757, Asunción 001208, Paraguay",-25.2846333,-57.60267589999999,0983 365437,https://instagram.com/redcats_py,5.0,35,True,77,A,beauty_salon|establishment|point_of_interest,35,C
Beauty Studio By Tati Martinez,Salon de Belleza,General,Asunción,,"San Cosme esquina, Asunción 001205, Paraguay",-25.274057,-57.59901379999999,0971 668569,https://www.instagram.com/beautystudio93_?igsh=MWE2MDFwamlkNzhm,4.8,38,True,77,A,beauty_salon|establishment|point_of_interest,35,C
Lu Almada Nails,Uñas/Nails,Salon Uñas,Asunción,,"Gral. Torreani Viera esq, Asunción 1412, Paraguay",-25.2957556,-57.58543689999999,0984 972849,https://www.instagram.com/lualmadanails/?hl=es-la,4.4,79,True,77,A,beauty_salon|establishment|point_of_interest|store,35,C
Obsession Nails & Beauty,Uñas/Nails,Salon Uñas,Asunción,,"Av. Brasilia 1155, Asunción 001205, Paraguay",-25.2773315,-57.5998849,0981 770330,,4.2,84,False,87,A,beauty_salon|establishment|point_of_interest,35,C
MMUSA CLÍNICA DEPILACIÓN LÁSER,Otros,General,Luque,,"Cap. Andres Insfran, Luque 110932, Paraguay",-25.2689312,-57.4955914,0971 633444,,4.6,11,False,75,A,establishment|health|point_of_interest,35,C
Nails Express by Rossie,Uñas/Nails,Salon Uñas,Asunción,,"Julio Correa, &, Asunción 001526, Paraguay",-25.2710918,-57.5642887,0981 288669,https://www.facebook.com/nailsexpresspy/,4.3,71,True,77,A,beauty_salon|establishment|point_of_interest|spa,35,C
Wanda Joyas,Otros,General,Asunción,,"Av. Cacique Lambare casi, Asunción 110715, Paraguay",-25.3388672,-57.5902045,0981 681111,https://www.facebook.com/wandajoyas,4.4,86,True,77,A,establishment|jewelry_store|point_of_interest|store,35,C
Making Barberia (Doble Av-Luque),Barberia,General,Luque,,"PGP8+343, Av. Corrales, Luque 110920, Paraguay",-25.2648074,-57.48471499999999,0972 676601,,4.5,2,False,70,A,establishment|hair_care|health|point_of_interest,35,C
Bela Nails Spa,Spa/Wellness,Spa,Luque,,"PGH3+V68, Cnel. Oviedo, Luque 110932, Paraguay",-25.2703417,-57.4969191,0974 240019,https://instagram.com/belanails_spa?igshid=OGQ2MjdiOTE=,4.2,5,True,67,B,establishment|point_of_interest|spa,35,C
gary_tattoo88,Tatuajes/Piercing,General,Asunción,,"Independencia Nacional casi, Asunción 001104, Paraguay",-25.298935,-57.6447395,0961 816106,https://instagram.com/gary_tattoo88?utm_medium=copy_link,5.0,49,True,70,A,establishment|point_of_interest|store,35,C
Verita Nails Art,Uñas/Nails,Salon Uñas,Asunción,,"Hernandarias, Asunción 001012, Paraguay",-25.2802603,-57.6443969,0981 500316,https://www.instagram.com/veritanails/?utm_source=qr&r=nametag,5.0,35,True,70,A,beauty_salon|establishment|point_of_interest,35,C
Ali Reyes MakeUp,Uñas/Nails,General,Asunción,,"Colon 1778 c, Juan Andres Gelly 1777 c, Asunción 001015, Paraguay",-25.2908015,-57.6498605,0981 775367,https://instagram.com/alireyesmakeup?igshid=iithv6inqu8a,4.8,48,True,70,A,beauty_salon|establishment|point_of_interest,35,C
